x,y,d/dx,d/dy
7.600000E-01,6.400001E-01,3.231009E+09,1.376867E+09
7.600000E-01,7.600000E-01,5.615273E+09,4.830360E+09
7.600000E-01,8.800001E-01,7.626751E+09,8.339286E+09
7.600000E-01,1.000000E+00,9.267588E+09,1.181511E+10
7.600000E-01,1.120000E+00,1.058382E+10,1.521097E+10
7.600000E-01,1.240000E+00,1.163228E+10,1.850780E+10
7.600000E-01,1.360000E+00,1.246651E+10,2.170259E+10
8.800001E-01,-1.280000E+00,1.429848E+10,-1.729280E+10
8.800001E-01,-1.160000E+00,1.341192E+10,-1.417802E+10
8.800001E-01,-1.040000E+00,1.233047E+10,-1.103117E+10
8.800001E-01,-9.200000E-01,1.102261E+10,-7.883727E+09
8.800001E-01,-8.000000E-01,9.465912E+09,-4.779140E+09
8.800001E-01,-6.799999E-01,7.662832E+09,-1.753310E+09
8.800001E-01,-5.599999E-01,5.666435E+09,1.240432E+09
8.800001E-01,-4.399999E-01,3.623267E+09,4.590273E+09
8.800001E-01,-3.199999E-01,1.874149E+09,1.002131E+10
8.800001E-01,-1.999999E-01,1.565278E+09,2.437234E+10
8.800001E-01,-7.999992E-02,1.539010E+10,1.267781E+10
8.800001E-01,4.000008E-02,4.571811E+10,-3.133867E+10
8.800001E-01,1.600001E-01,2.659718E+09,-1.320996E+10
8.800001E-01,2.800001E-01,1.490116E+09,-5.998929E+09
8.800001E-01,4.000001E-01,2.980610E+09,-2.277493E+09
8.800001E-01,5.200001E-01,4.979411E+09,7.596612E+08
8.800001E-01,6.400001E-01,7.014056E+09,3.761112E+09
8.800001E-01,7.600000E-01,8.890985E+09,6.841839E+09
8.800001E-01,8.800001E-01,1.053192E+10,9.980103E+09
8.800001E-01,1.000000E+00,1.192107E+10,1.313136E+10
8.800001E-01,1.120000E+00,1.307474E+10,1.625949E+10
8.800001E-01,1.240000E+00,1.402259E+10,1.934205E+10
8.800001E-01,1.360000E+00,1.479747E+10,2.236797E+10
1.000000E+00,-1.280000E+00,1.675262E+10,-1.817938E+10
1.000000E+00,-1.160000E+00,1.595807E+10,-1.525946E+10
1.000000E+00,-1.040000E+00,1.501288E+10,-1.233901E+10
1.000000E+00,-9.200000E-01,1.389919E+10,-9.440422E+09
1.000000E+00,-8.000000E-01,1.260571E+10,-6.582240E+09
1.000000E+00,-6.799999E-01,1.113103E+10,-3.749708E+09
1.000000E+00,-5.599999E-01,9.478747E+09,-8.027355E+08
1.000000E+00,-4.399999E-01,7.611036E+09,2.841175E+09
1.000000E+00,-3.199999E-01,5.200386E+09,9.712418E+09
1.000000E+00,-1.999999E-01,5.129973E+07,3.819712E+10
1.000000E+00,-7.999992E-02,-2.872334E+10,4.300571E+10
1.000000E+00,4.000008E-02,-6.885750E+10,-7.439691E+10
1.000000E+00,1.600001E-01,-4.054685E+09,-1.437954E+10
1.000000E+00,2.800001E-01,4.046857E+09,-4.508455E+09
1.000000E+00,4.000001E-01,6.905357E+09,-2.786915E+08
1.000000E+00,5.200001E-01,8.885601E+09,2.794305E+09
1.000000E+00,6.400001E-01,1.060011E+10,5.638083E+09
1.000000E+00,7.600000E-01,1.213405E+10,8.482774E+09
1.000000E+00,8.800001E-01,1.348831E+10,1.136927E+10
1.000000E+00,1.000000E+00,1.466109E+10,1.428501E+10
1.000000E+00,1.120000E+00,1.566068E+10,1.720734E+10
1.000000E+00,1.240000E+00,1.650325E+10,2.011689E+10
1.000000E+00,1.360000E+00,1.720869E+10,2.300068E+10
1.120000E+00,-1.280000E+00,1.926951E+10,-1.897397E+10
1.120000E+00,-1.160000E+00,1.856611E+10,-1.620464E+10
1.120000E+00,-1.040000E+00,1.774688E+10,-1.345269E+10
1.120000E+00,-9.200000E-01,1.680122E+10,-1.073390E+10
1.120000E+00,-8.000000E-01,1.572126E+10,-8.056938E+09
1.120000E+00,-6.799999E-01,1.449843E+10,-5.401989E+09
1.120000E+00,-5.599999E-01,1.310702E+10,-2.670427E+09
1.120000E+00,-4.399999E-01,1.144491E+10,4.305244E+08
1.120000E+00,-3.199999E-01,9.141962E+09,4.563331E+09
1.120000E+00,-1.999999E-01,5.027493E+09,9.422501E+09
1.120000E+00,-7.999992E-02,-2.663374E+09,2.871533E+09
1.120000E+00,4.000008E-02,-5.118330E+09,-9.594103E+09
1.120000E+00,1.600001E-01,2.865672E+09,-6.277998E+09
1.120000E+00,2.800001E-01,8.068859E+09,-1.649956E+09
1.120000E+00,4.000001E-01,1.078206E+10,1.701554E+09
1.120000E+00,5.200001E-01,1.259271E+10,4.508813E+09
1.120000E+00,6.400001E-01,1.405587E+10,7.172028E+09
1.120000E+00,7.600000E-01,1.533014E+10,9.836991E+09
1.120000E+00,8.800001E-01,1.645650E+10,1.254203E+10
1.120000E+00,1.000000E+00,1.744618E+10,1.528460E+10
1.120000E+00,1.120000E+00,1.830649E+10,1.804994E+10
1.120000E+00,1.240000E+00,1.904718E+10,2.082233E+10
1.120000E+00,1.360000E+00,1.968018E+10,2.358921E+10
1.240000E+00,-1.280000E+00,2.182921E+10,-1.967740E+10
1.240000E+00,-1.160000E+00,2.121218E+10,-1.702386E+10
1.240000E+00,-1.040000E+00,2.050660E+10,-1.439832E+10
1.240000E+00,-9.200000E-01,1.970637E+10,-1.181390E+10
1.240000E+00,-8.000000E-01,1.880616E+10,-9.279748E+09
1.240000E+00,-6.799999E-01,1.779737E+10,-6.793399E+09
1.240000E+00,-5.599999E-01,1.665687E+10,-4.332542E+09
1.240000E+00,-4.399999E-01,1.532058E+10,-1.872400E+09
1.240000E+00,-3.199999E-01,1.364644E+10,4.488627E+08
1.240000E+00,-1.999999E-01,1.147393E+10,1.731634E+09
1.240000E+00,-7.999992E-02,9.236911E+09,4.165769E+08
1.240000E+00,4.000008E-02,8.783757E+09,-1.610100E+09
1.240000E+00,1.600001E-01,1.067136E+10,-1.074811E+09
1.240000E+00,2.800001E-01,1.297970E+10,1.063247E+09
1.240000E+00,4.000001E-01,1.480963E+10,3.512184E+09
1.240000E+00,5.200001E-01,1.623829E+10,5.971968E+09
1.240000E+00,6.400001E-01,1.743380E+10,8.446316E+09
1.240000E+00,7.600000E-01,1.848261E+10,1.096336E+10
1.240000E+00,8.800001E-01,1.941770E+10,1.353166E+10
1.240000E+00,1.000000E+00,2.025062E+10,1.614491E+10
1.240000E+00,1.120000E+00,2.098713E+10,1.879062E+10
1.240000E+00,1.240000E+00,2.163295E+10,2.145537E+10
1.240000E+00,1.360000E+00,2.219506E+10,2.412768E+10
1.360000E+00,-1.280000E+00,2.441637E+10,-2.029443E+10
1.360000E+00,-1.160000E+00,2.387893E+10,-1.772948E+10
1.360000E+00,-1.040000E+00,2.327466E+10,-1.519853E+10
1.360000E+00,-9.200000E-01,2.260087E+10,-1.271411E+10
1.360000E+00,-8.000000E-01,2.185537E+10,-1.028854E+10
1.360000E+00,-6.799999E-01,2.103502E+10,-7.933894E+09
1.360000E+00,-5.599999E-01,2.013161E+10,-5.668838E+09
1.360000E+00,-4.399999E-01,1.912967E+10,-3.546556E+09
1.360000E+00,-3.199999E-01,1.801997E+10,-1.723627E+09
1.360000E+00,-1.999999E-01,1.687302E+10,-5.054076E+08
1.360000E+00,-7.999992E-02,1.598670E+10,-3.655752E+07
1.360000E+00,4.000008E-02,1.583560E+10,2.774795E+08
1.360000E+00,1.600001E-01,1.652535E+10,1.233578E+09
1.360000E+00,2.800001E-01,1.763322E+10,2.893169E+09
1.360000E+00,4.000001E-01,1.877109E+10,4.940828E+09
1.360000E+00,5.200001E-01,1.980950E+10,7.167458E+09
1.360000E+00,6.400001E-01,2.074373E+10,9.495138E+09
1.360000E+00,7.600000E-01,2.159049E+10,1.189846E+10
1.360000E+00,8.800001E-01,2.236042E+10,1.436458E+10
1.360000E+00,1.000000E+00,2.305794E+10,1.688146E+10
1.360000E+00,1.120000E+00,2.368510E+10,1.943640E+10
1.360000E+00,1.240000E+00,2.424447E+10,2.201748E+10
1.360000E+00,1.360000E+00,2.473958E+10,2.461425E+10
